,label,0-x,0-y,0-z,1-x,1-y,1-z,2-x,2-y,2-z,3-x,3-y,3-z,4-x,4-y,4-z,5-x,5-y,5-z,6-x,6-y,6-z,7-x,7-y,7-z,8-x,8-y,8-z,9-x,9-y,9-z,10-x,10-y,10-z,11-x,11-y,11-z,12-x,12-y,12-z,13-x,13-y,13-z,14-x,14-y,14-z,15-x,15-y,15-z,16-x,16-y,16-z,17-x,17-y,17-z,18-x,18-y,18-z,19-x,19-y,19-z,20-x,20-y,20-z
0,up,0.21701659262180328,0.6868880987167358,3.300842763565015e-07,0.27024373412132263,0.6859549880027771,-0.032502587884664536,0.3165163993835449,0.6537138223648071,-0.04598970338702202,0.34574511647224426,0.6106778383255005,-0.05636095628142357,0.3751859664916992,0.5773324966430664,-0.06678452342748642,0.2914135158061981,0.5442701578140259,-0.027647104114294052,0.31394678354263306,0.4834136962890625,-0.04627140611410141,0.3265613317489624,0.4439772665500641,-0.061424970626831055,0.3365970253944397,0.4070553779602051,-0.07321204990148544,0.25992369651794434,0.5239816308021545,-0.025460362434387207,0.2706034183502197,0.44657522439956665,-0.04359395429491997,0.27779391407966614,0.39744746685028076,-0.059949085116386414,0.2837156653404236,0.3543856739997864,-0.07181161642074585,0.22823947668075562,0.5248070359230042,-0.026990022510290146,0.23200422525405884,0.4525156617164612,-0.04733705520629883,0.23561057448387146,0.407629132270813,-0.06257554143667221,0.240449458360672,0.36525958776474,-0.0722590833902359,0.1958312690258026,0.5421738624572754,-0.031215697526931763,0.1892574280500412,0.48477858304977417,-0.052403416484594345,0.1846192181110382,0.4483640789985657,-0.0641486644744873,0.18275731801986694,0.4111064672470093,-0.07101058959960938
1,up,0.23753634095191956,0.7772843837738037,1.614084226275736e-07,0.273237943649292,0.7489997148513794,-0.023021401837468147,0.3011915683746338,0.6814236044883728,-0.0331837497651577,0.3109787404537201,0.6232463717460632,-0.04274999722838402,0.30112969875335693,0.5788785815238953,-0.05142658203840256,0.2639232873916626,0.6029876470565796,-0.022186676040291786,0.2741720378398895,0.531395435333252,-0.04272044450044632,0.2769705653190613,0.48656541109085083,-0.053168490529060364,0.2778141498565674,0.4459608197212219,-0.05899089574813843,0.23156721889972687,0.607784628868103,-0.023448575288057327,0.24495002627372742,0.5533449053764343,-0.06042339280247688,0.2697439193725586,0.5906091928482056,-0.07023420184850693,0.28777503967285156,0.6311458945274353,-0.06596416234970093,0.20202067494392395,0.6248552203178406,-0.026980984956026077,0.23158709704875946,0.6058032512664795,-0.06535521894693375,0.2559100091457367,0.6609423160552979,-0.06402790546417236,0.26845744252204895,0.7029979228973389,-0.05055445432662964,0.17594757676124573,0.6518130898475647,-0.032328005880117416,0.20811477303504944,0.6431156396865845,-0.05949109420180321,0.23211176693439484,0.6813254356384277,-0.05861302465200424,0.24385985732078552,0.7122445106506348,-0.049526870250701904
2,up,0.24172091484069824,0.774233877658844,2.539296417580772e-07,0.2753661274909973,0.7521213293075562,-0.022413700819015503,0.3046291470527649,0.6861090064048767,-0.03223913162946701,0.3132203221321106,0.6289358139038086,-0.041222184896469116,0.30350929498672485,0.5852163434028625,-0.04979291558265686,0.2660233974456787,0.6077870726585388,-0.020272497087717056,0.277610182762146,0.5389195084571838,-0.039552655071020126,0.2824450433254242,0.49456286430358887,-0.04991333186626434,0.2850862443447113,0.454367458820343,-0.05599720776081085,0.234230637550354,0.6130676865577698,-0.02135838195681572,0.25062689185142517,0.5577493906021118,-0.05567539483308792,0.2738252580165863,0.5950882434844971,-0.06540214270353317,0.2889794111251831,0.6351731419563293,-0.06207386776804924,0.20476223528385162,0.630686342716217,-0.02455892600119114,0.2321273237466812,0.6073895692825317,-0.06132882460951805,0.2567509114742279,0.6628372073173523,-0.05915367230772972,0.2683814465999603,0.704110324382782,-0.04599686339497566,0.17802253365516663,0.6589011549949646,-0.029270721599459648,0.20842915773391724,0.644822895526886,-0.05601660534739494,0.23274095356464386,0.683896541595459,-0.05363565683364868,0.243309885263443,0.7153094410896301,-0.04385053366422653
3,up,0.24739906191825867,0.7744414806365967,2.1369014291394706e-07,0.2824324071407318,0.7535374164581299,-0.02298925444483757,0.3117141127586365,0.6868932247161865,-0.032299671322107315,0.32070183753967285,0.6292413473129272,-0.04077235609292984,0.3123987913131714,0.5850685238838196,-0.048664212226867676,0.27654212713241577,0.6078058481216431,-0.020119687542319298,0.2876752018928528,0.5376623868942261,-0.03958362713456154,0.2911842465400696,0.49306297302246094,-0.04976268485188484,0.29319360852241516,0.45324915647506714,-0.05549497529864311,0.2449411153793335,0.6120058298110962,-0.02102113887667656,0.26095619797706604,0.5567986369132996,-0.05624975636601448,0.28254222869873047,0.5937883853912354,-0.06584348529577255,0.2970397174358368,0.6331691741943359,-0.061888229101896286,0.21523252129554749,0.6288689374923706,-0.024174552410840988,0.24181780219078064,0.6056146621704102,-0.061770036816596985,0.2631027102470398,0.6628872752189636,-0.05995561182498932,0.2723894715309143,0.7052828073501587,-0.04654686152935028,0.1878686100244522,0.655543863773346,-0.028939159587025642,0.2170666605234146,0.642075777053833,-0.05613857880234718,0.2400309443473816,0.682003915309906,-0.054100729525089264,0.2505165636539459,0.713610053062439,-0.04426904767751694
4,up,0.24942763149738312,0.7656326293945312,2.6049721668641723e-07,0.2831650972366333,0.7447991371154785,-0.022242460399866104,0.3133086562156677,0.679855227470398,-0.03200554475188255,0.3234975337982178,0.6233378648757935,-0.04109273478388786,0.3141571879386902,0.5781754851341248,-0.04975699633359909,0.2752420902252197,0.602393627166748,-0.01922287419438362,0.2853791415691376,0.5331456065177917,-0.0373489186167717,0.28996193408966064,0.48878347873687744,-0.046988971531391144,0.29201045632362366,0.44939059019088745,-0.05259845405817032,0.2448999136686325,0.607486367225647,-0.02012820355594158,0.26240307092666626,0.5527178645133972,-0.053065333515405655,0.2846966087818146,0.5882925987243652,-0.06270001083612442,0.29787570238113403,0.6270534992218018,-0.05972496420145035,0.21605242788791656,0.6241070628166199,-0.02309868298470974,0.24286189675331116,0.5988849401473999,-0.05856023728847504,0.26594486832618713,0.6546909213066101,-0.05630071461200714,0.2760899066925049,0.6961266994476318,-0.04343574494123459,0.18919120728969574,0.6505187749862671,-0.027569377794861794,0.21905910968780518,0.6354092955589294,-0.05325552448630333,0.24299205839633942,0.6736093163490295,-0.050660643726587296,0.25325244665145874,0.7044641971588135,-0.040949344635009766
5,up,0.24742019176483154,0.749629557132721,2.065641808712826e-07,0.2964112460613251,0.7267553806304932,-0.020959144458174706,0.3337242305278778,0.6709215044975281,-0.02881576493382454,0.3556463420391083,0.6185368299484253,-0.03629515320062637,0.3588436245918274,0.5736008286476135,-0.044813767075538635,0.2940763235092163,0.5781221389770508,-0.01693757064640522,0.30252206325531006,0.5055152773857117,-0.028533080592751503,0.30869922041893005,0.46165311336517334,-0.04030320793390274,0.3116292655467987,0.42409461736679077,-0.05074043944478035,0.2627289891242981,0.5778795480728149,-0.017978167161345482,0.2560693323612213,0.5024757981300354,-0.038424067199230194,0.2723674476146698,0.5148628354072571,-0.05320420488715172,0.2832586169242859,0.5427560210227966,-0.060842692852020264,0.2324979603290558,0.593563973903656,-0.02049235999584198,0.22168374061584473,0.5173951983451843,-0.04234921932220459,0.24350455403327942,0.538718581199646,-0.04960314929485321,0.2571791708469391,0.5751432180404663,-0.05100306496024132,0.20258969068527222,0.6215782761573792,-0.02460785210132599,0.1992189586162567,0.565080463886261,-0.04644625633955002,0.21767035126686096,0.5810675621032715,-0.052158672362565994,0.22955478727817535,0.6141334176063538,-0.05295700952410698
6,up,0.260151207447052,0.741177499294281,1.332944492560273e-07,0.29639750719070435,0.7232285737991333,-0.02507474459707737,0.33044397830963135,0.6609269380569458,-0.03584439307451248,0.33843475580215454,0.6004511713981628,-0.04493285343050957,0.31758803129196167,0.5595471262931824,-0.05383085086941719,0.3013962507247925,0.582794725894928,-0.02251221239566803,0.3119683563709259,0.5125770568847656,-0.0419720783829689,0.3139512538909912,0.4672750234603882,-0.051642563194036484,0.31433308124542236,0.4256797432899475,-0.05760890245437622,0.2704578936100006,0.5862353444099426,-0.022273661568760872,0.28678977489471436,0.5335437059402466,-0.058629538863897324,0.29533886909484863,0.589241623878479,-0.06661635637283325,0.29847559332847595,0.6363083720207214,-0.06132476404309273,0.24033477902412415,0.6009079217910767,-0.024299001321196556,0.2603513300418854,0.5746351480484009,-0.06321626901626587,0.2718663811683655,0.6369865536689758,-0.057852860540151596,0.27517640590667725,0.676729142665863,-0.04192483052611351,0.21015185117721558,0.6229737997055054,-0.027737848460674286,0.23362678289413452,0.6000863313674927,-0.05498552694916725,0.25010132789611816,0.6441430449485779,-0.04942901059985161,0.2548978626728058,0.6752414107322693,-0.037359047681093216
7,up,0.256887823343277,0.7456324100494385,1.1509997932535043e-07,0.29404184222221375,0.7240287065505981,-0.022525526583194733,0.3281143307685852,0.6597976684570312,-0.03236416354775429,0.3361797034740448,0.5986619591712952,-0.041324641555547714,0.3118167519569397,0.5661189556121826,-0.05039965733885765,0.3071744441986084,0.5864361524581909,-0.018044667318463326,0.3270476758480072,0.5225315690040588,-0.03673958033323288,0.33657002449035645,0.48083972930908203,-0.0464504174888134,0.34323495626449585,0.44126611948013306,-0.05266062915325165,0.2745009660720825,0.5854426622390747,-0.01852872408926487,0.28905540704727173,0.5376070141792297,-0.052979566156864166,0.29280251264572144,0.5941814184188843,-0.06064014881849289,0.29298844933509827,0.6385393738746643,-0.05567711964249611,0.24281790852546692,0.5961862206459045,-0.021337391808629036,0.26223501563072205,0.5717059969902039,-0.058361344039440155,0.27118998765945435,0.6341521739959717,-0.05378350615501404,0.2730133533477783,0.6744033694267273,-0.03902352601289749,0.21139028668403625,0.6160939335823059,-0.025560323148965836,0.23541909456253052,0.601175844669342,-0.052307844161987305,0.25064951181411743,0.6445963382720947,-0.048753559589385986,0.2551473081111908,0.6740196943283081,-0.038447339087724686
8,up,0.25883448123931885,0.7422523498535156,1.1418931933349086e-07,0.295213907957077,0.723257303237915,-0.023491274565458298,0.3298301696777344,0.6591017246246338,-0.03414982557296753,0.3362365961074829,0.597885251045227,-0.04351555556058884,0.3109230399131775,0.5638801455497742,-0.05265452712774277,0.30135390162467957,0.5821163654327393,-0.02052239328622818,0.31306812167167664,0.5131853222846985,-0.040348898619413376,0.31655052304267883,0.46777158975601196,-0.050358157604932785,0.3175763189792633,0.4267726540565491,-0.05657697468996048,0.26938343048095703,0.5840921401977539,-0.02109396457672119,0.2870579659938812,0.5342820882797241,-0.05768856033682823,0.29496634006500244,0.5916755199432373,-0.06500548869371414,0.29736122488975525,0.638839602470398,-0.05906832590699196,0.23931077122688293,0.5971805453300476,-0.024014877155423164,0.26229244470596313,0.5741559267044067,-0.062119659036397934,0.27280405163764954,0.6367856860160828,-0.0563390739262104,0.27574649453163147,0.6767918467521667,-0.04037639498710632,0.2097342610359192,0.6185086369514465,-0.028482187539339066,0.23621244728565216,0.6044419407844543,-0.05517881363630295,0.251318097114563,0.6490965485572815,-0.0504181869328022,0.25544339418411255,0.6785570979118347,-0.03911302238702774
9,up,0.26229941844940186,0.7457480430603027,7.563132697896435e-08,0.29857757687568665,0.7219046950340271,-0.022990912199020386,0.32990092039108276,0.6592941284179688,-0.033660419285297394,0.3364676535129547,0.6004297137260437,-0.04346734285354614,0.3128065764904022,0.5670251846313477,-0.05286453664302826,0.3001210391521454,0.5794571042060852,-0.018955113366246223,0.3053731918334961,0.5103806853294373,-0.03880411013960838,0.30414897203445435,0.465207040309906,-0.04969213902950287,0.30152449011802673,0.42393219470977783,-0.05661715939640999,0.2693023085594177,0.5821390151977539,-0.019606705754995346,0.28398245573043823,0.5352080464363098,-0.05547309294342995,0.29394546151161194,0.5897204875946045,-0.06348680704832077,0.2986147701740265,0.6354217529296875,-0.058415334671735764,0.24018719792366028,0.5960408449172974,-0.022684482857584953,0.26159924268722534,0.5756033658981323,-0.0587836392223835,0.27239990234375,0.6355054974555969,-0.05325237661600113,0.27599528431892395,0.674896240234375,-0.03806693106889725,0.2120399922132492,0.6177323460578918,-0.027586452662944794,0.23647844791412354,0.6071916818618774,-0.05208822712302208,0.2513291537761688,0.6497117280960083,-0.04743888974189758,0.2560395896434784,0.6781244874000549,-0.036582209169864655
